src_lang	tgt_lang	src	tgt
eng_Latn	tel_Telu	add lee's birthday to the calendar on twenty two june	జూన్ ఇరవై రెండున క్యాలెండర్‌లో లతా పుట్టినరోజును జోడించండి
eng_Latn	tel_Telu	set a repeating calendar event	పునరావృత క్యాలెండర్ ఈవెంట్‌ను సెట్ చేయండి
eng_Latn	tel_Telu	put a repeating event on the calendar	క్యాలెండర్‌లో పునరావృత ఈవెంట్‌ను ఉంచండి
eng_Latn	tel_Telu	do i have a game on april seven	నాకు ఏప్రిల్ ఏడు న ఆట ఉందా
eng_Latn	tel_Telu	am i busy this weekend	నేను ఈ వారాంతంలో బిజీగా ఉన్నాను
eng_Latn	tel_Telu	do i have an appointment next week	నాకు వచ్చే వారం అపాయింట్‌మెంట్ ఉందా
eng_Latn	tel_Telu	olly do i have an appointment next week	ఒల్లీ నాకు వచ్చే వారం అపాయింట్‌మెంట్ ఉంది
eng_Latn	tel_Telu	notify me in fifteen before meeting starts	సమావేశం ప్రారంభమయ్యే ముందు పదిహేను లోపు నాకు తెలియజేయండి
eng_Latn	tel_Telu	set up notification for meeting	సమావేశం కోసం నోటిఫికేషన్‌ ను సెటప్ చేయండి
eng_Latn	tel_Telu	display my schedule for today	ఈరోజు నా షెడ్యూల్‌ని ప్రదర్శించు
eng_Latn	tel_Telu	remove that event from calendar	క్యాలెండర్ నుండి ఆ ఈవెంట్‌ని తీసివేయండి
eng_Latn	tel_Telu	please remove that event	దయచేసి ఆ ఈవెంట్‌ని తీసివేయండి
eng_Latn	tel_Telu	tell me about the schedule	షెడ్యూల్ గురించి చెప్పండి
eng_Latn	tel_Telu	give me the schedule	నాకు షెడ్యూల్ ఇవ్వండి
eng_Latn	tel_Telu	look for free time	ఖాళీ సమయం కోసం చూడండి
eng_Latn	tel_Telu	tomorrow my mother birthday	రేపు మా అమ్మ పుట్టినరోజు
eng_Latn	tel_Telu	next month my brothers birthday	వచ్చే నెల నా సోదరుల పుట్టినరోజు
eng_Latn	tel_Telu	cancel all the meeting today	ఈరోజు సమావేశాలన్నింటినీ రద్దు చేయండి
eng_Latn	tel_Telu	day after tomorrow will conduct all meetings	ఎల్లుండి అన్ని సమావేశాలను నిర్వహిస్తుంది
eng_Latn	tel_Telu	delete day after event	ఈవెంట్ తర్వాత రోజు తొలగించండి
eng_Latn	tel_Telu	delete all details in event	ఈవెంట్‌లో అన్ని వివరాలను తొలగించండి
eng_Latn	tel_Telu	add a meeting in office at eleven am	పదకొండు ఏ. ఎం. కు ఆఫీసులో మీటింగ్ పెట్టండి
eng_Latn	tel_Telu	i want a reminder for an editor's meeting at two p. m. thursday	నాకు గురువారం రెండు పి. ఎం. కి ఎడిటర్ మీటింగ్ కోసం రిమైండర్ కావాలి
eng_Latn	tel_Telu	set me a reminder for the get together with the women's club on sunday after church	ఆదివారం చర్చి తర్వాత మహిళల క్లబ్‌తో కలిసి వెళ్లడానికి నాకు రిమైండర్‌ని సెట్ చేయండి
eng_Latn	tel_Telu	i have to attend a baking contest on wednesday morning at seven save and set reminder	నేను బుధవారం ఉదయం ఏడు గంటలకు వంటల పోటీ కి హాజరు కావాలి మరియు రిమైండర్ సెట్ చేయండి
eng_Latn	tel_Telu	wipe everything on my calendar	నా క్యాలెండర్‌లోని ప్రతిదీ తుడవండి
eng_Latn	tel_Telu	clear my schedule for the month	నెల నా షెడ్యూల్‌ను క్లియర్ చేయండి
eng_Latn	tel_Telu	erase all events on the calendar	క్యాలెండర్‌లోని అన్ని ఈవెంట్‌లను తొలగించండి
eng_Latn	tel_Telu	olly clear all events in calendar	మానవ క్యాలెండరు లో అన్ని సమావేశాలిని తిసేయు
eng_Latn	tel_Telu	reset all events in calendar	క్యాలెండర్‌లోని అన్ని ఈవెంట్‌లను రీసెట్ చేయండి
eng_Latn	tel_Telu	clear all events in calendar for march	మార్చ్ కోసం క్యాలెండర్‌లోని అన్ని ఈవెంట్‌లను క్లియర్ చేయండి
eng_Latn	tel_Telu	delete meeting scheduled with john on twenty one march	ఇరవై ఒక్క మార్చిలో జాన్‌తో షెడ్యూల్ చేయబడిన సమావేశాన్ని తొలగించండి
eng_Latn	tel_Telu	remove tonights dinner with shelly	సునీత తో రాత్రి భోజనం తీసివేయండి
eng_Latn	tel_Telu	remind about of all event in calendars	క్యాలెండర్‌లోని అన్ని ఈవెంట్‌ల గురించి గుర్తు చేయండి
eng_Latn	tel_Telu	remind the required events to be reset	తిరిగిసరిగా చేయడానికి అవసరమైన సంఘటనలను గుర్తు చేయండి
eng_Latn	tel_Telu	remove the doctor's appointment i added to my calendar for february twelfth at nine am	నేను ఫిబ్రవరి పన్నెండవ తేదీ ఉదయం తొమ్మిది ఏ. ఎం. కు నా క్యాలెండర్‌కి జోడించిన డాక్టర్ అపాయింట్‌మెంట్‌ ను తీసివేయండి
eng_Latn	tel_Telu	delete my doctor's appointment for february twelfth	ఫిబ్రవరి పన్నెండవ తేదీకి నా వైద్యుని అపాయింట్‌మెంట్‌ని తొలగించు
eng_Latn	tel_Telu	please remove the doctor appointment in my calendar for february twelfth at nine am	దయచేసి ఫిబ్రవరి పన్నెండవ తేదీ ఉదయం తొమ్మిది గంటలకు నా క్యాలెండర్‌లోని డాక్టర్ అపాయింట్‌మెంట్ తీసివేయండి
eng_Latn	tel_Telu	do i have anything scheduled for one p. m. next monday	తదుపరి సోమవారం నేను ఒక పి. ఎం. కోసం ఏదైనా షెడ్యూల్ చేశానా
eng_Latn	tel_Telu	is there a meeting on my calendar this afternoon	ఈ మధ్యాహ్నం నా క్యాలెండర్‌లో మీటింగ్ ఉందా
eng_Latn	tel_Telu	was there an appointment set up for saturday	అక్కడ శనివారం అపాయింట్‌మెంట్ ఏర్పాటు చేయబడింది
eng_Latn	tel_Telu	please clear my calendar of all events	దయచేసి అన్ని ఈవెంట్‌లు నా క్యాలెండర్‌లో క్లియర్ చేయండి
eng_Latn	tel_Telu	please reset my calendar back to day one	దయచేసి నా క్యాలెండర్‌ని మొదటి రోజుకి రీసెట్ చేయండి
eng_Latn	tel_Telu	what time does the zach brown concert on june third begin	జూన్ మూడో తేదీన ఏ ఆర్ రెహమాన్ కచేరి ఏ సమయంలో ప్రారంభమవుతుంది
eng_Latn	tel_Telu	how many other bands will be performing at the zach brown concert on june third	జూన్ మూడవ తేదీన జరిగే ఘంటసాల కచేరీలో లో ఎన్ని ఇతర బ్యాండ్‌లు ప్రదర్శన ఇవ్వబోతున్నాయి
eng_Latn	tel_Telu	make a calendar note exhibition two thousand and seventeen mass on mar twenty five	మార్చి ఇరవై ఐదున క్యాలెండర్ నోట్ ఎగ్జిబిషన్ రెండు వేల పదిహేడు మాస్ చేయండి
eng_Latn	tel_Telu	exhibition two thousand and seventeen mass on mar twenty five make a note of it on the corresponding date	ఎగ్జిబిషన్ రెండు వేల పదిహేడు మాస్ మార్చి ఇరవై ఐదు న సంబంధిత తేదీలో అది నోట్ చేయండి
eng_Latn	tel_Telu	j.	జె
eng_Latn	tel_Telu	do add this on my calendar	దీన్ని నా క్యాలెండర్‌లో చేర్చు
eng_Latn	tel_Telu	set alarm for this event reminder repeating for ten times	పది సార్లు రిపీట్ అయ్యేలా ఈ ఈవెంట్ రిమైండర్ కోసం అలారం సెట్ చేయండి
eng_Latn	tel_Telu	make a repeating reminder for this calendar event	ఈ క్యాలెండర్ ఈవెంట్ కోసం పునరావృత రిమైండర్ చేయండి
eng_Latn	tel_Telu	what time is my project meeting at	నా ప్రాజెక్ట్ మీటింగ్ ఏ సమయంలో ఉంది
eng_Latn	tel_Telu	could you reschedule my meeting	మీరు నా సమావేశాన్ని రీషెడ్యూల్ చేయగలరా
eng_Latn	tel_Telu	would you please notify me about the event in my calendar	నా క్యాలెండర్ లో ఈవెంట్ గురించి దయచేసి నాకు తెలియజేస్తారా
eng_Latn	tel_Telu	let me know about my meetings after some days	కొన్ని రోజుల తర్వాత నా సమావేశాల గురించి నాకు తెలియజేయండి
eng_Latn	tel_Telu	notify me about the meetings over a period of some days	కొన్ని రోజుల వ్యవధిలో సమావేశాల గురించి నాకు తెలియజేయండి
eng_Latn	tel_Telu	tell me about the meetings over a period of time	సమయ వ్యవధిలో సమావేశాల గురించి చెప్పండి
eng_Latn	tel_Telu	what days do i have booked	నేను ఎన్ని రోజులు బుక్ చేసాను
eng_Latn	tel_Telu	can you add my business meeting to the work calendar	నువ్వు నా వ్యాపార సమావేశాన్ని కార్యాలయ క్యాలెండర్‌కు జోడించగలవా
eng_Latn	tel_Telu	add my sister visiting to my family calendar	నా కుటుంబ క్యాలెండర్‌ను సందర్శించే నా సోదరిని జోడించండి
eng_Latn	tel_Telu	show me the events in my work calendar for next week	వచ్చే వారం నా వర్క్ క్యాలెండర్‌లోని ఈవెంట్‌లను నాకు చూపించు
eng_Latn	tel_Telu	when is my next dentist appointment	నా తదుపరి డెంటిస్ట్ అపాయింట్‌మెంట్ ఎప్పుడు
eng_Latn	tel_Telu	what time is my eye doctor appointment on the twenty third	ఇరవై మూడో తేదీన నా కంటి వైద్యుని నియామకం ఏ సమయానికి
eng_Latn	tel_Telu	where is the convention center located	కన్వెన్షన్ సెంటర్ ఎక్కడ ఉంది
eng_Latn	tel_Telu	do deletion of next calendar event	తదుపరి క్యాలెండర్ ఈవెంట్‌ను తొలగించండి
eng_Latn	tel_Telu	erase next calendar event	తదుపరి క్యాలెండర్ ఈవెంట్‌ను తొలగించండి
eng_Latn	tel_Telu	what's next in my calendar	నా క్యాలెండర్‌ లో తర్వాత ఏమి ఉంది
eng_Latn	tel_Telu	tell me what my next events are	నా తదుపరి ఈవెంట్‌లు ఏమిటో చెప్పు
eng_Latn	tel_Telu	add event on august twenty one at nine am	ఆగస్ట్ ఇరవై ఒకటో తేదీన ఉదయం తొమ్మిది ఏ. ఎం. కు ఈవెంట్‌ని జోడించండి
eng_Latn	tel_Telu	schedule meeting on tuesday	మంగళవారంకి సమావేశం షెడ్యూల్ చేయండి
eng_Latn	tel_Telu	what is the schedule on next monday	వచ్చే సోమవారం షెడ్యూల్ ఏమిటి
eng_Latn	tel_Telu	any meeting on friday	శుక్రవారం ఏదైనా సమావేశం
eng_Latn	tel_Telu	at what time is the italian cafe closed between lunch and dinner	లంచ్ మరియు డిన్నర్ మధ్య ఇటాలియన్ కేఫ్ ఏ సమయంలో మూసివేయబడుతుంది
eng_Latn	tel_Telu	when does the super bowl officially start	సూపర్ బౌల్ అధికారికంగా ఎప్పుడు ప్రారంభమవుతుంది
eng_Latn	tel_Telu	hey please provide information about events by the end of the day	హే దయచేసి రోజు చివరిలోపు ఈవెంట్‌ల గురించి సమాచారాన్ని అందించండి
eng_Latn	tel_Telu	need information about events before shift ends	షిఫ్ట్ ముగిసేలోపు ఈవెంట్‌ల గురించి సమాచారం కావాలి
eng_Latn	tel_Telu	what meetings do i have next thursday	వచ్చే గురువారం నేను ఏ సమావేశాలను కలిగి ఉంటాను
eng_Latn	tel_Telu	are there team meetups on the schedule this month	ఈ నెల జాబితాలో జట్టు సమావేశాలు ఉన్నాయా
eng_Latn	tel_Telu	remind me that i have an appointment twelve o'clock on saturday	నాకు శనివారం పన్నెండు గంటలకు అపాయింట్‌మెంట్ ఉందని నాకు గుర్తు చేయండి
eng_Latn	tel_Telu	i would ask it to play the beep sound continuously	నేను బీప్ సౌండ్‌ని నిరంతరం ప్లే చేయమని అడుగుతాను
eng_Latn	tel_Telu	i would like to set the event repetitive	నేను ఈవెంట్‌ను పునరావృతంగా సెట్ చేయాలనుకుంటున్నాను
eng_Latn	tel_Telu	i want to remove the wedding function on saturday	నేను శనివారం వివాహ వేడుకను తీసివేయాలనుకుంటున్నాను
eng_Latn	tel_Telu	what do i have planned for friday	నేను శుక్రవారం ఏమి ప్లాన్ చేసాను
eng_Latn	tel_Telu	what time is the black tie gala dinner supposed to begin	బ్లాక్ టై గాలా డిన్నర్ ఏ సమయానికి ప్రారంభమవుతుంది
eng_Latn	tel_Telu	when am i supposed to meet barbara for lunch this week	నేను ఈ వారం లంచ్ కోసం బార్బరాను ఎప్పుడు కలవాలి
eng_Latn	tel_Telu	remind me about my lunch date for monday	సోమవారం నా లంచ్ డేట్ గురించి నాకు గుర్తు చేయండి
eng_Latn	tel_Telu	please tell me about a hour before thursday about my hair appointment	దయచేసి నా హెయిర్ అపాయింట్‌మెంట్ గురించి గురువారం ఒక గంట ముందు చెప్పండి
eng_Latn	tel_Telu	please add dinner with mary to my calendar on saturday	దయచేసి శనివారం నా క్యాలెండర్‌లో మేరీతో విందును జోడించండి
eng_Latn	tel_Telu	i need to add baseball practice on saturday at two p. m.	నేను శనివారం రెండు ముప్పై పి.ఎం. బేస్ బాల్ ప్రాక్టీస్‌ని జోడించు
eng_Latn	tel_Telu	on friday please put dentist appointment at three	శుక్రవారం మూడు గంటలకు డెంటిస్ట్ అపాయింట్‌మెంట్ ఇవ్వండి
eng_Latn	tel_Telu	remind	గుర్తు చేయండి
eng_Latn	tel_Telu	alert	అప్రమత్తం
eng_Latn	tel_Telu	create an event in my calendar	నా క్యాలెండర్‌లో ఈవెంట్‌ని సృష్టించండి
eng_Latn	tel_Telu	olly create an event in my calendar	ఓలీ నా క్యాలెండర్‌లో ఈవెంట్‌ను సృష్టించు
eng_Latn	tel_Telu	open calendar and make an event reminder	క్యాలెండర్ తెరిచి ఈవెంట్ రిమైండర్ చేయండి
eng_Latn	tel_Telu	do i have an appointment for january the third	జనవరి మూడవ తేదీకి నాకు అపాయింట్‌మెంట్ ఉందా
eng_Latn	tel_Telu	are there any events on my calendar for this week	ఈ వారం కొరకు నా క్యాలెండర్ లో ఏవైనా ఈవెంట్ లు న్నాయా
eng_Latn	tel_Telu	olly are there any events on my calendar for this week	ఓలీ ఈ వారం నా క్యాలెండర్‌లో ఏవైనా ఈవెంట్‌లు ఉన్నాయా
eng_Latn	tel_Telu	olly do i have any calendar events this month	ఓలీ ఈ నెలలో నాకు క్యాలెండర్ ఈవెంట్‌లు ఏమైనా ఉన్నాయా
eng_Latn	tel_Telu	olly set a reminder for my meeting today	సీతా ఈరోజు నా సమావేశానికి ఒక రిమైండర్ సెట్ చేసింది
eng_Latn	tel_Telu	set a reminder for my meeting today	ఈరోజు నా సమావేశానికి రిమైండర్‌ని సెట్ చేయండి
eng_Latn	tel_Telu	notify me two hours before my meeting	నా సమావేశానికి రెండు గంటల ముందు నాకు తెలియజేయండి
eng_Latn	tel_Telu	olly remind me about my next meeting a few hours ahead of time	ఓలీ నా తదుపరి సమావేశం గురించి కొన్ని గంటల ముందు నాకు గుర్తు చేస్తున్నాను
eng_Latn	tel_Telu	remind me about my next meeting a few hours ahead of time	నా తదుపరి సమావేశం గురించి కొన్ని గంటల ముందు నాకు గుర్తు చేయండి
eng_Latn	tel_Telu	create an empty calendar event for next saturday at ten am	వచ్చే శనివారం ఉదయం పది ఏ. ఎం. కు ఖాళీ క్యాలెండర్ ఈవెంట్‌ ను సృష్టించండి
eng_Latn	tel_Telu	olly make a calendar entry for next saturday at ten am please	ఓలీ దయచేసి వచ్చే శనివారం ఉదయం పది ఏ. ఎం. కు క్యాలెండర్ నమోదు చేయండి
eng_Latn	tel_Telu	make a calendar entry for next saturday at ten am please	దయచేసి వచ్చే శనివారం ఉదయం పది గంటలకు క్యాలెండర్ నమోదు చేయండి
eng_Latn	tel_Telu	remind me about the meeting with dentist on the twenty third of may	మే ఇరవై మూడో తేదీన డెంటిస్ట్‌తో సమావేశం గురించి నాకు గుర్తు చేయండి
eng_Latn	tel_Telu	do i have any plans for today	ఈరోజు నా దగ్గర ఏమైనా ప్రణాళికలు ఉన్నాయా
eng_Latn	tel_Telu	has my calendar been updated in the last ten minutes	నా క్యాలెండర్ గత చివరి పది నిమిషాల్లో నవీకరించబడిందా
eng_Latn	tel_Telu	remove the party event from the calendar	క్యాలెండర్ నుండి పార్టీ ఈవెంట్‌ను తీసివేయండి
eng_Latn	tel_Telu	remove trip event	పర్యటన ఈవెంట్‌ను తీసివేయండి
eng_Latn	tel_Telu	remove all the events on dec twenty sixth	డిసెంబర్ ఇరవై ఆరో తేదీన అన్ని ఈవెంట్‌లను తీసివేయండి
eng_Latn	tel_Telu	remind me of the meeting on the twenty second of january	జనవరి ఇరవై సెకను లో జరిగే సమావేశాన్ని నాకు గుర్తు చేయండి
eng_Latn	tel_Telu	set reminder for meeting with john on wednesday at nine am	బుధవారం ఉదయం తొమ్మిది ఏ. ఎం. కు నిఖిల్ తో సమావేశానికి రిమైండర్ సెట్ చేయండి
eng_Latn	tel_Telu	delete my birthday reminder for next week	వచ్చే వారం నా పుట్టినరోజు రిమైండర్‌ ని తొలగించు
eng_Latn	tel_Telu	cancel my plans to pick up my parents from the airport	విమానాశ్రయం నుండి నా తల్లిదండ్రులను తీసుకురావడానికి నా ప్రణాళికలను రద్దు చేయి
eng_Latn	tel_Telu	please find events in the month of march	దయచేసి మార్చి నెలలో ఈవెంట్‌లను కనుగొనండి
eng_Latn	tel_Telu	search for events in the chicago area	చెన్నై ప్రాంతంలో ఈవెంట్‌ల కోసం శోధించండి
eng_Latn	tel_Telu	i need to know events scheduled for the weekend	నేను వారాంతంలో షెడ్యూల్ చేసిన ఈవెంట్‌లను కనెక్ట్ చేయాలి
eng_Latn	tel_Telu	research the clients that will attend the meeting	సమావేశానికి హాజరయ్యే ఖాతాదారులను పరిశోధించండి
eng_Latn	tel_Telu	please remind to get donuts for the meeting	దయచేసి సమావేశానికి డోనట్స్ పొందాలని గుర్తుంచుకోండి
eng_Latn	tel_Telu	remind me about the meeting in one hour	ఒక గంట లో సమావేశం గురించి నాకు గుర్తు చేయండి
eng_Latn	tel_Telu	remind me in one hour about my meeting	నా సమావేశం గురించి ఒక గంటలో నాకు గుర్తు చేయండి
eng_Latn	tel_Telu	set reminder in one hour for a meeting	మీటింగ్ కోసం ఒక గంట లో రిమైండర్ సెట్ చేయండి
eng_Latn	tel_Telu	set this date to repeat reminder	రిపీట్ రిమైండర్‌కి ఈ తేదీని సెట్ చేయండి
eng_Latn	tel_Telu	please set this date to repeat	దయచేసి ఈ తేదీని పునరావృతం చేయడానికి సెట్ చేయండి
eng_Latn	tel_Telu	please remove this event from my calendar	దయచేసి ఈ ఈవెంట్‌ని నా క్యాలెండర్ నుండి తీసివేయి
eng_Latn	tel_Telu	remove this event from my calendar notification	నా క్యాలెండర్ నోటిఫికేషన్ నుండి ఈ ఈవెంట్‌ని తీసివేయండి
eng_Latn	tel_Telu	please delete this calendar event	దయచేసి ఈ క్యాలెండర్ ఈవెంట్‌ని తొలగించండి
eng_Latn	tel_Telu	what do i have planned for this week	ఈ వారం నేను ఏమి ప్లాన్ చేసాను
eng_Latn	tel_Telu	please check my reminders	దయచేసి నా రిమైండర్‌లను తనిఖీ చేయండి
eng_Latn	tel_Telu	play b. b. c. radio	ప్లే బి. బి. సి. రేడియో
eng_Latn	tel_Telu	tune in some radio	కొన్ని రేడియోలో ట్యూన్ చేయి
eng_Latn	tel_Telu	please start radio	దయచేసి రేడియో ప్రారంభించండి
eng_Latn	tel_Telu	play my radio station	నా రేడియో స్టేషన్‌ని ప్లే చేయండి
eng_Latn	tel_Telu	turn on some radio station	కొన్ని రేడియో స్టేషన్‌ని ఆన్ చేయి
eng_Latn	tel_Telu	start b. b. c. radio	రేడియో సిటీ రేడియో ప్రారంభించు
eng_Latn	tel_Telu	play my favorite radio	నా ఇష్టమైన రేడియో ప్లే చేయి
eng_Latn	tel_Telu	turn on the radio	రేడియో ఆన్ చేయండి
eng_Latn	tel_Telu	turn on the radio olly	రేడియో ఆలీని ఆన్ చేయండి
eng_Latn	tel_Telu	play some radio	కొంత రేడియో ప్లే చేయండి
eng_Latn	tel_Telu	play music radio for me	నా కోసం మ్యూజిక్ రేడియో ప్లే చేయి
eng_Latn	tel_Telu	play the radio	రేడియో ప్లే చేయండి
eng_Latn	tel_Telu	showcase the radio	రేడియోను ప్రదర్శించండి
eng_Latn	tel_Telu	someone play the radio	ఎవరైనా రేడియొ ప్లే చేయి
eng_Latn	tel_Telu	play my rock station on pandora	పండోరలో నా రాక్ స్టేషన్ ఆడండి
eng_Latn	tel_Telu	open pandora play rock station	ఓపెన్ pandora ప్లే రాక్ స్టేషన్
eng_Latn	tel_Telu	open iheartradio rov the rock	ఓపెన్ iheartradio ది రాక్
eng_Latn	tel_Telu	play my station	నా స్టేషన్ ఆడండి
eng_Latn	tel_Telu	what are the new rock radio stations	కొత్త రాక్ రేడియో స్టేషన్లు ఏమిటి
eng_Latn	tel_Telu	select radio menu	రేడియో menu ఎంచుకో
eng_Latn	tel_Telu	select station you want	నువ్వు కావలసిన స్టేషన్‌ని ఎంచుకో
eng_Latn	tel_Telu	turn radio to ninety eight point seven	రేడియో తొంభై ఎనిమిది పాయింట్ ఏడు కి మార్చండి
eng_Latn	tel_Telu	i need you to turn on the radio	మీరు రేడియోను ఆన్ చేయాలి
eng_Latn	tel_Telu	can you turn on the radio	నువ్వు రేడియోను ఆన్ చేయగలవా
eng_Latn	tel_Telu	play me a radio channel for trance music	రేడియో గురు కోసం నాకు రేడియో ఛానెల్ ప్లే చేయి
eng_Latn	tel_Telu	tune a radio channel for good jokes	మంచి హాస్యం కోసం రేడియో ఛానెల్‌ని ట్యూన్ చేయి
eng_Latn	tel_Telu	play me the top one radio channel	నాకు టాప్ వన్ రేడియో ఛానల్ ప్లే చేయి
eng_Latn	tel_Telu	alexa ally please play pandora radio	alexa అల్లీ దయచేసి pandora రేడియో ప్లే చేయి
eng_Latn	tel_Telu	ally please play pandora radio	రేడియో మిర్చి దయచేసి పండోర రేడియో ప్లే చేయండి
eng_Latn	tel_Telu	turn to station one hundred and two point seven ally	స్టేషన్ నూట రెండు పాయింట్ల ఏడు మిత్రుడు గా మారండి
eng_Latn	tel_Telu	open pandora	ఓపెన్ pandora
eng_Latn	tel_Telu	go to channel one hundred and six point nine	నూట ఆరు పాయింట్ తొమ్మిది ఛానెల్‌కి వెళ్లండి
eng_Latn	tel_Telu	turn on the radio and play channel one hundred and six point nine	రేడియోను ఆన్ చేసి నూట ఆరు పాయింట్ తొమ్మిది ఛానెల్‌ ని ప్లే చేయండి
eng_Latn	tel_Telu	play spotify	స్పాటిఫై ప్లే
eng_Latn	tel_Telu	play soundcloud	సౌండ్‌క్లౌడ్ ప్లే చేయి
eng_Latn	tel_Telu	can you play acoustic music with no commercials	నువ్వు వాణిజ్య ప్రకటనలు లేకుండా ధ్వని సంగీతాన్ని ప్లే చేయగలవా
eng_Latn	tel_Telu	i want to hear the best country songs of the nineties	నేను తొంభైలలోని గొప్ప దేశీయ పాటలు వినాలనుకుంటున్నాను
eng_Latn	tel_Telu	play the radio station	ఆకాశవాణి కేంద్రము ప్లే చేయి
eng_Latn	tel_Telu	play the top forty station with rocket and theresa	ఫ్. మ్. రేడియో స్టేషన్ వన్ ఓట్ వన్ పాయింట్ వన్ స్టేషన్లను ప్లే చేయి
eng_Latn	tel_Telu	play the kansas city hip hop station	విరిజల్లు రేడియో స్టేషన్ ఆడండి
eng_Latn	tel_Telu	find me the local n. p. r. station	నాకు లోకల్ న ప్ ర్ స్టేషన్ కనుగొను
eng_Latn	tel_Telu	is rush limbaugh on the air if he is put him on	అతనిని ఉంచినట్లయితే గాలిపై ర్. జే. నవేద్ ఉంది
eng_Latn	tel_Telu	i want to hear some radio pop please	నేను కొన్ని రేడియో పాప్ వినాలనుకుంటున్నాను
eng_Latn	tel_Telu	tune in to nine hundred and thirty five on radio	రేడియో లో తొమ్మిది వందల ముప్పై ఐదు కి ట్యూన్ చేయి
eng_Latn	tel_Telu	start radio	రేడియో ప్రారంభించండి
eng_Latn	tel_Telu	i want to listen radio	నేను రేడియో వినాలనుకుంటున్నాను
eng_Latn	tel_Telu	on the radio it is time for good music	రేడియో లో ఇది మంచి సంగీతానికి సమయం
eng_Latn	tel_Telu	shoutcast dot com	షూట్ కాస్ట్ డాట్ కామ్
eng_Latn	tel_Telu	please tune nine hundred and thirty eight f. m. radio mirchi	దయచేసి రేడియో మిర్చి తొమ్మిది వందల ముప్పై ఎనిమిది ఎఫ్ఎం ట్యూన్ చేయి
eng_Latn	tel_Telu	put on the radio	రేడియో లో పెట్టాడు
eng_Latn	tel_Telu	put the radio on	రేడియో పెట్టాడు
eng_Latn	tel_Telu	play radio	రేడియో ప్లే చేయి
eng_Latn	tel_Telu	start the radio	రేడియోను ప్రారంభించండి
eng_Latn	tel_Telu	start the radio olly	రేడియో ఆలీని ప్రారంభించండి
eng_Latn	tel_Telu	i want to hear the radio olly	నేను రేడియో వినాలనుకుంటున్నాను ఒల్లీ
eng_Latn	tel_Telu	i want to hear the radio	నేను రేడియో వినాలనుకుంటున్నాను
eng_Latn	tel_Telu	open radio	ఓపెన్ రేడియో
eng_Latn	tel_Telu	open the radio app	రేడియొ యాప్‌ని తెరువు
eng_Latn	tel_Telu	turn on the radio please	దయచేసి రేడియోను ఆన్ చేయండి
eng_Latn	tel_Telu	activate the radio please	దయచేసి రేడియోను సక్రియం చేయండి
eng_Latn	tel_Telu	tune in to my favorite radio station please	దయచేసి నాకు ఇష్టమైన రేడియో స్టేషన్‌ను ట్యూన్ చేయండి
eng_Latn	tel_Telu	play the radio music band	రేడియో మ్యూజిక్ బ్యాండ్ ప్లే చేయి
eng_Latn	tel_Telu	play the radio band with documentary	డాక్యుమెంటరీ రేడియో బ్యాండ్ ప్లే చేయి
eng_Latn	tel_Telu	tune in to eight hundred and ninety seven f. m.	ఎనిమిది వందల తొంభై ఏడు ఫ్ఎం. ట్యూన్ చేయి
eng_Latn	tel_Telu	just play nine hundred and thirty seven f. m.	కేవలం తొమ్మిది వందల ముప్పై ఏడు ఎఫ్ఎం ప్లే చేయి
eng_Latn	tel_Telu	please tune in to nine hundred and seventy five f. m.	దయచేసి తొమ్మిది వందల డెబ్బై ఐదు ప్ ఎం కు ట్యూన్ చేయి
eng_Latn	tel_Telu	turn on some music	కొంత సంగీతాన్ని ఆన్ చేయండి
eng_Latn	tel_Telu	i want to hear the radio turn it on please	దయచేసి రేడియో ఆన్ చేయడాన్ని నేను వినాలనుకుంటున్నాను
eng_Latn	tel_Telu	play the radio on nine hundred and ninety nine f. m. only	తొమ్మిది వందల తొంభై తొమ్మిది ఫ్. మ్. లో రేడియో ప్లే చేయండి మాత్రమే
eng_Latn	tel_Telu	only nine hundred and ninety nine f. m. is to be played on the radio	కేవలం తొమ్మిది వందల తొంభై తొమ్మిది ఎఫ్ఎం రేడియోలో ప్లే చేయాలి
eng_Latn	tel_Telu	the radio should play only on nine hundred and ninety nine f. m.	రేడియో తొమ్మిది వందల తొంభై తొమ్మిది ప్ ఎం లో మాత్రమే ప్లే చేయాలి
eng_Latn	tel_Telu	start radio and go to frequency on one thousand and forty eight	రేడియోను ప్రారంభించి వెయ్యి మరియు నలభై ఎనిమిది లో ఫ్రీక్వెన్సీకి వెళ్ళు
eng_Latn	tel_Telu	start radio and go to frequency on nine hundred and forty three	రేడియో ప్రారంభించి తొమ్మిది వందల నలభై మూడు ఫ్రీక్వెన్సీ కి వెళ్లండి
eng_Latn	tel_Telu	start radio and go to frequency on nine hundred and twenty seven	రేడియోను ప్రారంభించి తొమ్మిది వందల ఇరవై ఏడులో ఫ్రీక్వెన్సీకి వెళ్లండి
eng_Latn	tel_Telu	please tune the radio channel	రేడియో ఛానల్ ట్యూన్ చేయి దయచేసి
eng_Latn	tel_Telu	i wish to listen that radio channel	నేను ఆ రేడియో ఛానెల్‌ని వినాలనుకుంటున్నాను
eng_Latn	tel_Telu	look for a radio station called rhythm on the frequency one	ఫ్రీక్వెన్సీ వన్‌లో లయ అనే రేడియో స్టేషన్ కోసం చూడండి
